RobTop — модуль «Найти предмет»: пул описаний
Всего: 10000 | easy:49 medium:982 hard:4000 impossible:4969
Формат: СЛОЖНОСТЬ | EN  ||  RU  ||  LV  ||  DE
MEDIUM      | Find something short and warm  ||  Найди что-нибудь короткое и тёплое  ||  Atrodi kaut ko īsu un siltu  ||  Finde etwas Kurzes und Warmes
MEDIUM      | Find something dry and spotted  ||  Найди что-нибудь сухое и пятнистое  ||  Atrodi kaut ko sausu un raibu  ||  Finde etwas Trockenes und Gepunktetes
MEDIUM      | Find something long and narrow  ||  Найди что-нибудь длинное и узкое  ||  Atrodi kaut ko garu un šauru  ||  Finde etwas Langes und Schmales
MEDIUM      | Find something wide and hard  ||  Найди что-нибудь широкое и твёрдое  ||  Atrodi kaut ko platu un cietu  ||  Finde etwas Breites und Hartes
MEDIUM      | Find something grey and narrow  ||  Найди что-нибудь серое и узкое  ||  Atrodi kaut ko pelēku un šauru  ||  Finde etwas Graues und Schmales
MEDIUM      | Find something green and curved  ||  Найди что-нибудь зелёное и изогнутое  ||  Atrodi kaut ko zaļu un izliektu  ||  Finde etwas Gruenes und Gebogenes
MEDIUM      | Find something pink and soft  ||  Найди что-нибудь розовое и мягкое  ||  Atrodi kaut ko rozā un mīkstu  ||  Finde etwas Rosa und Weiches
MEDIUM      | Find something oval and shiny  ||  Найди что-нибудь овальное и блестящее  ||  Atrodi kaut ko ovālu un spīdīgu  ||  Finde etwas Ovales und Glaenzendes
MEDIUM      | Find something soft and cold  ||  Найди что-нибудь мягкое и холодное  ||  Atrodi kaut ko mīkstu un aukstu  ||  Finde etwas Weiches und Kaltes
MEDIUM      | Find something hard and heavy  ||  Найди что-нибудь твёрдое и тяжёлое  ||  Atrodi kaut ko cietu un smagu  ||  Finde etwas Hartes und Schweres
MEDIUM      | Find something golden and wet  ||  Найди что-нибудь золотое и мокрое  ||  Atrodi kaut ko zeltainu un slapju  ||  Finde etwas Goldenes und Nasses
MEDIUM      | Find something red and smooth  ||  Найди что-нибудь красное и гладкое  ||  Atrodi kaut ko sarkanu un gludu  ||  Finde etwas Rotes und Glattes
MEDIUM      | Find something blue and cold  ||  Найди что-нибудь синее и холодное  ||  Atrodi kaut ko zilu un aukstu  ||  Finde etwas Blaues und Kaltes
MEDIUM      | Find something black and dry  ||  Найди что-нибудь чёрное и сухое  ||  Atrodi kaut ko melnu un sausu  ||  Finde etwas Schwarzes und Trockenes
MEDIUM      | Find something red and thick  ||  Найди что-нибудь красное и толстое  ||  Atrodi kaut ko sarkanu un biezu  ||  Finde etwas Rotes und Dickes
MEDIUM      | Find something transparent and light  ||  Найди что-нибудь прозрачное и лёгкое  ||  Atrodi kaut ko caurspīdīgu un vieglu  ||  Finde etwas Durchsichtiges und Leichtes
MEDIUM      | Find something square and cold  ||  Найди что-нибудь квадратное и холодное  ||  Atrodi kaut ko kvadrātisku un aukstu  ||  Finde etwas Quadratisches und Kaltes
MEDIUM      | Find something round and sparkly  ||  Найди что-нибудь круглое и сверкающее  ||  Atrodi kaut ko apaļu un mirdzošu  ||  Finde etwas Rundes und Funkelndes
MEDIUM      | Find something dry and striped  ||  Найди что-нибудь сухое и полосатое  ||  Atrodi kaut ko sausu un svītrainu  ||  Finde etwas Trockenes und Gestreiftes
MEDIUM      | Find something transparent and cold  ||  Найди что-нибудь прозрачное и холодное  ||  Atrodi kaut ko caurspīdīgu un aukstu  ||  Finde etwas Durchsichtiges und Kaltes
MEDIUM      | Find something golden and smooth  ||  Найди что-нибудь золотое и гладкое  ||  Atrodi kaut ko zeltainu un gludu  ||  Finde etwas Goldenes und Glattes
MEDIUM      | Find something flat and big  ||  Найди что-нибудь плоское и большое  ||  Atrodi kaut ko plakanu un lielu  ||  Finde etwas Flaches und Grosses
MEDIUM      | Find something pointy and matte  ||  Найди что-нибудь острое и матовое  ||  Atrodi kaut ko asu un matētu  ||  Finde etwas Spitzes und Mattes
MEDIUM      | Find something small and sparkly  ||  Найди что-нибудь маленькое и сверкающее  ||  Atrodi kaut ko mazu un mirdzošu  ||  Finde etwas Kleines und Funkelndes
MEDIUM      | Find something big and sparkly  ||  Найди что-нибудь большое и сверкающее  ||  Atrodi kaut ko lielu un mirdzošu  ||  Finde etwas Grosses und Funkelndes
MEDIUM      | Find something pointy and huge  ||  Найди что-нибудь острое и огромное  ||  Atrodi kaut ko asu un milzīgu  ||  Finde etwas Spitzes und Riesiges
MEDIUM      | Find something huge and light  ||  Найди что-нибудь огромное и лёгкое  ||  Atrodi kaut ko milzīgu un vieglu  ||  Finde etwas Riesiges und Leichtes
MEDIUM      | Find something blue and dry  ||  Найди что-нибудь синее и сухое  ||  Atrodi kaut ko zilu un sausu  ||  Finde etwas Blaues und Trockenes
MEDIUM      | Find something yellow and warm  ||  Найди что-нибудь жёлтое и тёплое  ||  Atrodi kaut ko dzeltenu un siltu  ||  Finde etwas Gelbes und Warmes
MEDIUM      | Find something dry and shiny  ||  Найди что-нибудь сухое и блестящее  ||  Atrodi kaut ko sausu un spīdīgu  ||  Finde etwas Trockenes und Glaenzendes
MEDIUM      | Find something silver and cold  ||  Найди что-нибудь серебряное и холодное  ||  Atrodi kaut ko sudrabainu un aukstu  ||  Finde etwas Silbernes und Kaltes
MEDIUM      | Find something long and heavy  ||  Найди что-нибудь длинное и тяжёлое  ||  Atrodi kaut ko garu un smagu  ||  Finde etwas Langes und Schweres
MEDIUM      | Find something golden and curved  ||  Найди что-нибудь золотое и изогнутое  ||  Atrodi kaut ko zeltainu un izliektu  ||  Finde etwas Goldenes und Gebogenes
MEDIUM      | Find something transparent and warm  ||  Найди что-нибудь прозрачное и тёплое  ||  Atrodi kaut ko caurspīdīgu un siltu  ||  Finde etwas Durchsichtiges und Warmes
MEDIUM      | Find something pointy and rough  ||  Найди что-нибудь острое и шершавое  ||  Atrodi kaut ko asu un raupju  ||  Finde etwas Spitzes und Raues
MEDIUM      | Find something blue and small  ||  Найди что-нибудь синее и маленькое  ||  Atrodi kaut ko zilu un mazu  ||  Finde etwas Blaues und Kleines
MEDIUM      | Find something orange and narrow  ||  Найди что-нибудь оранжевое и узкое  ||  Atrodi kaut ko oranžu un šauru  ||  Finde etwas Oranges und Schmales
MEDIUM      | Find something narrow and cold  ||  Найди что-нибудь узкое и холодное  ||  Atrodi kaut ko šauru un aukstu  ||  Finde etwas Schmales und Kaltes
MEDIUM      | Find something short and wide  ||  Найди что-нибудь короткое и широкое  ||  Atrodi kaut ko īsu un platu  ||  Finde etwas Kurzes und Breites
MEDIUM      | Find something brown and huge  ||  Найди что-нибудь коричневое и огромное  ||  Atrodi kaut ko brūnu un milzīgu  ||  Finde etwas Braunes und Riesiges
MEDIUM      | Find something purple and warm  ||  Найди что-нибудь фиолетовое и тёплое  ||  Atrodi kaut ko violetu un siltu  ||  Finde etwas Lila und Warmes
MEDIUM      | Find something purple and thin  ||  Найди что-нибудь фиолетовое и тонкое  ||  Atrodi kaut ko violetu un plānu  ||  Finde etwas Lila und Duennes
MEDIUM      | Find something silver and fluffy  ||  Найди что-нибудь серебряное и пушистое  ||  Atrodi kaut ko sudrabainu un pūkainu  ||  Finde etwas Silbernes und Flauschiges
MEDIUM      | Find something narrow and matte  ||  Найди что-нибудь узкое и матовое  ||  Atrodi kaut ko šauru un matētu  ||  Finde etwas Schmales und Mattes
MEDIUM      | Find something blue and long  ||  Найди что-нибудь синее и длинное  ||  Atrodi kaut ko zilu un garu  ||  Finde etwas Blaues und Langes
MEDIUM      | Find something grey and sticky  ||  Найди что-нибудь серое и липкое  ||  Atrodi kaut ko pelēku un lipīgu  ||  Finde etwas Graues und Klebriges
MEDIUM      | Find something grey and fluffy  ||  Найди что-нибудь серое и пушистое  ||  Atrodi kaut ko pelēku un pūkainu  ||  Finde etwas Graues und Flauschiges
MEDIUM      | Find something golden and huge  ||  Найди что-нибудь золотое и огромное  ||  Atrodi kaut ko zeltainu un milzīgu  ||  Finde etwas Goldenes und Riesiges
MEDIUM      | Find something orange and wide  ||  Найди что-нибудь оранжевое и широкое  ||  Atrodi kaut ko oranžu un platu  ||  Finde etwas Oranges und Breites
MEDIUM      | Find something black and matte  ||  Найди что-нибудь чёрное и матовое  ||  Atrodi kaut ko melnu un matētu  ||  Finde etwas Schwarzes und Mattes
MEDIUM      | Find something pointy and smooth  ||  Найди что-нибудь острое и гладкое  ||  Atrodi kaut ko asu un gludu  ||  Finde etwas Spitzes und Glattes
MEDIUM      | Find something thin and shiny  ||  Найди что-нибудь тонкое и блестящее  ||  Atrodi kaut ko plānu un spīdīgu  ||  Finde etwas Duennes und Glaenzendes
MEDIUM      | Find something round and cold  ||  Найди что-нибудь круглое и холодное  ||  Atrodi kaut ko apaļu un aukstu  ||  Finde etwas Rundes und Kaltes
MEDIUM      | Find something fluffy and shiny  ||  Найди что-нибудь пушистое и блестящее  ||  Atrodi kaut ko pūkainu un spīdīgu  ||  Finde etwas Flauschiges und Glaenzendes
MEDIUM      | Find something shiny and striped  ||  Найди что-нибудь блестящее и полосатое  ||  Atrodi kaut ko spīdīgu un svītrainu  ||  Finde etwas Glaenzendes und Gestreiftes
MEDIUM      | Find something long and striped  ||  Найди что-нибудь длинное и полосатое  ||  Atrodi kaut ko garu un svītrainu  ||  Finde etwas Langes und Gestreiftes
MEDIUM      | Find something blue and fluffy  ||  Найди что-нибудь синее и пушистое  ||  Atrodi kaut ko zilu un pūkainu  ||  Finde etwas Blaues und Flauschiges
MEDIUM      | Find something light blue and long  ||  Найди что-нибудь голубое и длинное  ||  Atrodi kaut ko gaišzilu un garu  ||  Finde etwas Hellblaues und Langes
MEDIUM      | Find something thin and big  ||  Найди что-нибудь тонкое и большое  ||  Atrodi kaut ko plānu un lielu  ||  Finde etwas Duennes und Grosses
MEDIUM      | Find something thick and wet  ||  Найди что-нибудь толстое и мокрое  ||  Atrodi kaut ko biezu un slapju  ||  Finde etwas Dickes und Nasses
MEDIUM      | Find something light and spotted  ||  Найди что-нибудь лёгкое и пятнистое  ||  Atrodi kaut ko vieglu un raibu  ||  Finde etwas Leichtes und Gepunktetes
MEDIUM      | Find something pink and long  ||  Найди что-нибудь розовое и длинное  ||  Atrodi kaut ko rozā un garu  ||  Finde etwas Rosa und Langes
MEDIUM      | Find something white and curved  ||  Найди что-нибудь белое и изогнутое  ||  Atrodi kaut ko baltu un izliektu  ||  Finde etwas Weisses und Gebogenes
MEDIUM      | Find something light blue and thick  ||  Найди что-нибудь голубое и толстое  ||  Atrodi kaut ko gaišzilu un biezu  ||  Finde etwas Hellblaues und Dickes
MEDIUM      | Find something pink and fluffy  ||  Найди что-нибудь розовое и пушистое  ||  Atrodi kaut ko rozā un pūkainu  ||  Finde etwas Rosa und Flauschiges
MEDIUM      | Find something brown and narrow  ||  Найди что-нибудь коричневое и узкое  ||  Atrodi kaut ko brūnu un šauru  ||  Finde etwas Braunes und Schmales
